t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: israel (34.75,31.5) | Model: israel (34.75,31.5) p = 0
t_c | Gold: allenby bridge (35.5333333,31.8666667) | Model: null
t_c | Gold: jordan (36.0,31.0) | Model: jordan (36.0,31.0) p = 0
t_c | Gold: west bank (35.25,31.6666667) | Model: west bank (35.25,32.0) p = 0
t_c | Gold: west bank (35.25,31.6666667) | Model: west bank (35.25,32.0) p = 0
t_c | Gold: israel (34.75,31.5) | Model: israel (34.75,31.5) p = 0
t_c | Gold: gaza (34.4666667,31.5) | Model: gaza (34.4666667,31.5) p = 366
#############################################
t_i | Gold: san marino (11.4166667,44.6166667) | Model: san marino (-76.3333333,5.4) p = 3395
t_i | Gold: imola (11.7,44.35) | Model: imola (-122.27944,38.27861) p = 4997
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-96.88444,32.18389) p = 1806
t_i | Gold: san marino (11.4166667,44.6166667) | Model: san marino (-76.3333333,5.4) p = 3395
t_i | Gold: australia (135.0,-25.0) | Model: australia (-102.3166667,26.3166667) p = 64100
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: japan (138.0,36.0) | Model: japan (-91.30583,38.23917) p = 302
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-96.88444,32.18389) p = 1806
t_i | Gold: spain (-4.0,40.0) | Model: spain (-97.78556,45.70306) p = 265
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (-91.30583,38.23917) p = 302
t_i | Gold: spain (-4.0,40.0) | Model: spain (-97.78556,45.70306) p = 265
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-92.95417,40.75806) p = 140
t_i | Gold: japan (138.0,36.0) | Model: japan (-91.30583,38.23917) p = 302
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_i | Gold: china (-0.0,35.0) | Model: china (112.4833333,54.4) p = 1362
t_c | Gold: beijing (116.5,40.25) | Model: beijing (116.3883333,39.9288889) p = 8520
t_i | Gold: china (-0.0,35.0) | Model: china (112.4833333,54.4) p = 1362
t_i | Gold: dalian (121.6022222,38.9122222) | Model: dalian (114.4975,36.8547222) p = 5272
t_i | Gold: dalian (121.6022222,38.9122222) | Model: dalian (114.4975,36.8547222) p = 5272
t_c | Gold: tianjin (117.1766667,39.1422222) | Model: tianjin (117.1766667,39.1422222) p = 1512
t_i | Gold: dalian (121.6022222,38.9122222) | Model: dalian (114.4975,36.8547222) p = 5272
#############################################
t_c | Gold: romania (25.0,46.0) | Model: romania (25.0,46.0) p = 0
t_i | Gold: malta (14.4333333,35.9166667) | Model: malta (24.3666667,44.8833333) p = 31
#############################################
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
#############################################
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
#############################################
t_i | Gold: carlsbad (-117.34972,33.15806) | Model: carlsbad (12.9,50.2166667) p = 11300
t_c | Gold: calif. (-119.257,37.26842) | Model: null
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (19.7116667,42.6913889) p = 1372
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
#############################################
t_i | Gold: belgrade (20.4680556,44.8186111) | Model: belgrade (-77.23528,34.88) p = 249
t_i | Gold: greece (22.0,39.0) | Model: greece (-77.69333,43.20972) p = 8755
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-77.29222,42.61167) p = 2946
#############################################
t_c | Gold: grozny (45.7002778,43.3083333) | Model: grozny (45.7002778,43.3083333) p = 997
t_c | Gold: shatoi (45.6894444,42.8719444) | Model: shatoi (45.6894444,42.8719444) p = 660
t_c | Gold: russia (100.0,60.0) | Model: russia (100.0,60.0) p = 0
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: grozny (45.7002778,43.3083333) | Model: grozny (45.7002778,43.3083333) p = 997
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: shatoi (45.6894444,42.8719444) | Model: shatoi (45.6894444,42.8719444) p = 660
t_c | Gold: grozny (45.7002778,43.3083333) | Model: grozny (45.7002778,43.3083333) p = 997
t_c | Gold: chechnya (45.7,43.3) | Model: null
#############################################
t_c | Gold: new york (-74.00639,40.71417) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
#############################################
t_i | Gold: toronto (-79.4166667,43.6666667) | Model: toronto (-95.94889,37.79889) p = 321
t_i | Gold: peru (-76.0,10.0) | Model: peru (-96.09444,37.08861) p = 227
#############################################
t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: tibet (90.0,32.0) | Model: null
t_i | Gold: china (-0.0,35.0) | Model: china (74.7319444,32.0486111) p = 1362
t_i | Gold: beijing (116.5,40.25) | Model: beijing (110.7327778,35.2091667) p = 8520
t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_i | Gold: china (-0.0,35.0) | Model: china (74.7319444,32.0486111) p = 1362
t_i | Gold: beijing (116.5,40.25) | Model: beijing (110.7327778,35.2091667) p = 8520
t_c | Gold: tibet (90.0,32.0) | Model: null
t_i | Gold: china (-0.0,35.0) | Model: china (74.7319444,32.0486111) p = 1362
t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_i | Gold: beijing (116.5,40.25) | Model: beijing (110.7327778,35.2091667) p = 8520
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: tibet (90.0,32.0) | Model: null
t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: tibet (90.0,32.0) | Model: null
#############################################
t_c | Gold: estonia (26.0,59.0) | Model: estonia (26.0,59.0) p = 0
t_c | Gold: tallinn (24.7108333,59.715) | Model: tallinn (24.7280556,59.4338889) p = 4
#############################################
t_i | Gold: chicago (-87.65,41.85) | Model: chicago (34.7858333,-12.8172222) p = 758
t_i | Gold: wisconsin (-89.84694,44.7833) | Model: wisconsin (0.0,0.0) p = 595
t_i | Gold: wisconsin (-89.84694,44.7833) | Model: wisconsin (0.0,0.0) p = 595
t_i | Gold: wisconsin (-89.84694,44.7833) | Model: wisconsin (0.0,0.0) p = 595
t_i | Gold: wisconsin (-89.84694,44.7833) | Model: wisconsin (0.0,0.0) p = 595
#############################################
#############################################
t_c | Gold: birmingham public park (-86.8025,33.52056) | Model: null
t_c | Gold: new york (-74.00639,40.71417) | Model: null
#############################################
t_i | Gold: shanghai (121.4666667,31.2333333) | Model: shanghai (-87.085,34.85) p = 24647
t_i | Gold: shanghai (121.4666667,31.2333333) | Model: shanghai (-87.085,34.85) p = 24647
t_i | Gold: shanghai (121.4666667,31.2333333) | Model: shanghai (-87.085,34.85) p = 24647
t_i | Gold: china (-0.0,35.0) | Model: china (-90.5,19.7666667) p = 1362
t_i | Gold: shanghai (121.4666667,31.2333333) | Model: shanghai (-87.085,34.85) p = 24647
t_i | Gold: hawaii (-155.43683,19.59269) | Model: hawaii (-90.4086111,13.865) p = 1054
t_i | Gold: chicago (-87.65,41.85) | Model: chicago (-91.6166667,14.0833333) p = 758
#############################################
t_c | Gold: bratislava (17.1166667,48.15) | Model: bratislava (17.1166667,48.15) p = 49
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: charleroi (4.4333333,50.4166667) | Model: charleroi (4.4333333,50.4166667) p = 108
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_c | Gold: dubai (55.28,25.2522222) | Model: dubai (55.28,25.2522222) p = 5
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-0.4,50.9) p = 7512
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: riyadh (45.3333333,23.3333333) | Model: riyadh (46.7727778,24.6408333) p = 208
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
#############################################
t_c | Gold: west bank (35.25,31.6666667) | Model: west bank (35.25,32.0) p = 0
t_c | Gold: west bank (35.25,31.6666667) | Model: west bank (35.25,32.0) p = 0
t_c | Gold: israel (34.75,31.5) | Model: israel (34.75,31.5) p = 0
t_c | Gold: west bank (35.25,31.6666667) | Model: west bank (35.25,32.0) p = 0
t_c | Gold: east jerusalem (35.2333333,31.7666667) | Model: null
t_c | Gold: dead sea (35.5,31.5) | Model: null
#############################################
t_i | Gold: johannesburg (28.0833333,-26.2) | Model: johannesburg (-92.59389,45.16528) p = 6622
t_i | Gold: johannesburg (28.0833333,-26.2) | Model: johannesburg (-92.59389,45.16528) p = 6622
#############################################
t_i | Gold: athens (23.7333333,37.9833333) | Model: athens (-84.36417,37.94917) p = 23962
#############################################
t_c | Gold: thailand (100.0,15.0) | Model: thailand (100.0,15.0) p = 0
t_c | Gold: cambodia (105.0,13.0) | Model: cambodia (105.0,13.0) p = 0
t_c | Gold: cambodia (105.0,13.0) | Model: cambodia (105.0,13.0) p = 0
#############################################
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_i | Gold: taiwan (121.0,23.5) | Model: taiwan (118.7625,32.325) p = 3000
t_c | Gold: beijing (116.5,40.25) | Model: beijing (116.3883333,39.9288889) p = 8520
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_i | Gold: taiwan (121.0,23.5) | Model: taiwan (118.7625,32.325) p = 3000
#############################################
t_i | Gold: athens (23.7333333,37.9833333) | Model: athens (-84.36417,37.94917) p = 23962
#############################################
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
#############################################
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_i | Gold: portsmouth (-1.0833333,50.7666667) | Model: portsmouth (-2.15,53.7333333) p = 2949
t_c | Gold: chester-le-street (-1.5666667,54.85) | Model: chester-le-street (-1.5666667,54.85) p = 2477
#############################################
t_i | Gold: tokyo (139.7513889,35.685) | Model: tokyo (147.15,-8.4) p = 2350
#############################################
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (110.2819444,-7.4491667) p = 1372
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (110.2819444,-7.4491667) p = 1372
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: bangladesh (90.0,24.0) | Model: bangladesh (90.0,24.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: iran (53.0,32.0) | Model: iran (53.0,32.0) p = 0
t_i | Gold: islamabad (73.1666667,33.6666667) | Model: islamabad (70.1430556,28.5236111) p = 4329
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: islamabad (73.1666667,33.6666667) | Model: islamabad (75.15,33.7333333) p = 4329
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: algeria (3.0,28.0) | Model: algeria (123.4236111,7.8988889) p = 2283
t_c | Gold: egypt (30.0,27.0) | Model: egypt (30.0,27.0) p = 0
t_i | Gold: algeria (3.0,28.0) | Model: algeria (123.4236111,7.8988889) p = 2283
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: india (77.0,20.0) | Model: india (77.0,20.0) p = 0
t_c | Gold: sri lanka (80.5,7.5) | Model: sri lanka (81.0,7.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (110.2819444,-7.4491667) p = 1372
t_c | Gold: mongolia (105.0,45.0) | Model: mongolia (105.0,46.0) p = 0
#############################################
t_i | Gold: buenos aires (-58.6725,-34.5875) | Model: buenos aires (-86.7,15.8166667) p = 1800
#############################################
t_i | Gold: syria (38.0,35.0) | Model: syria (-78.32639,38.48778) p = 194
t_i | Gold: washington (-77.03667,38.895) | Model: washington (-78.15972,38.71333) p = 196
t_i | Gold: syria (38.0,35.0) | Model: syria (-78.32639,38.48778) p = 194
t_i | Gold: syria (38.0,35.0) | Model: syria (-78.32639,38.48778) p = 194
t_i | Gold: israel (34.75,31.5) | Model: israel (-79.81111,39.31806) p = 593
t_i | Gold: syria (38.0,35.0) | Model: syria (-78.32639,38.48778) p = 194
t_i | Gold: israel (34.75,31.5) | Model: israel (-79.81111,39.31806) p = 593
t_i | Gold: israel (34.75,31.5) | Model: israel (-79.81111,39.31806) p = 593
#############################################
t_i | Gold: bonn (7.1,50.7333333) | Model: bonn (-81.38556,39.53139) p = 932
#############################################
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
#############################################
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_i | Gold: us (-97.0,38.0) | Model: us (1.9666667,49.1) p = 2077
t_i | Gold: uk (-4.0,54.0) | Model: uk (57.2616667,54.9472222) p = 3210
#############################################
t_c | Gold: northampton (-0.8833333,52.15) | Model: northampton (-0.8833333,52.25) p = 464
t_i | Gold: england (-2.0,53.0) | Model: england (7.0333333,52.2166667) p = 713
t_i | Gold: bordeaux (1.1,48.6833333) | Model: bordeaux (2.5166667,48.1) p = 5
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: bordeaux (1.1,48.6833333) | Model: bordeaux (2.5166667,48.1) p = 5
#############################################
t_i | Gold: brussels (4.3333333,50.8333333) | Model: brussels (-87.62083,44.73611) p = 827
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-77.1833333,18.25) p = 5000
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: germany (10.5,51.5) | Model: germany (-83.46667,34.89583) p = 1059
t_i | Gold: melbourne (144.9666667,-37.8166667) | Model: melbourne (-83.99306,36.17944) p = 138
t_i | Gold: poland (20.0,52.0) | Model: poland (-80.615,41.02417) p = 3003
t_i | Gold: bulgaria (25.0,43.0) | Model: bulgaria (-75.7202778,4.2219444) p = 1033
t_i | Gold: germany (10.5,51.5) | Model: germany (-83.46667,34.89583) p = 1059
t_i | Gold: spain (-4.0,40.0) | Model: spain (-83.53806,30.86444) p = 2682
t_i | Gold: new haven (-72.92861,41.30806) | Model: new haven (-82.68167,41.03167) p = 1932
t_i | Gold: ecuador (-77.5,-2.0) | Model: ecuador (-75.7666667,6.2833333) p = 5293
t_i | Gold: barcelona (2.1833333,41.3833333) | Model: barcelona (-79.59611,42.34028) p = 5586
t_i | Gold: sao paulo (-62.9,-7.2333333) | Model: sao paulo (-73.75,-6.9666667) p = 416
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_i | Gold: brussels (4.3333333,50.8333333) | Model: brussels (-87.62083,44.73611) p = 827
t_i | Gold: germany (10.5,51.5) | Model: germany (-85.54278,38.46222) p = 2340
t_i | Gold: saxony (13.0,51.0) | Model: saxony (-77.35,17.95) p = 1119
t_i | Gold: germany (10.5,51.5) | Model: germany (-85.54278,38.46222) p = 2340
t_i | Gold: stockholm (18.05,59.3333333) | Model: stockholm (-92.26194,44.48333) p = 90
#############################################
t_c | Gold: hk (114.1833333,22.25) | Model: null
t_i | Gold: china (-0.0,35.0) | Model: china (127.7666667,26.4) p = 1362
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
